"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13623.3203364633","12918.5635067057","11408.0643213246","10675.0213437256","9497.6292635786","9275.40901424876","9259.756382197","9477.46150263911","9291.35757770893","9519.69241039755","10324.9242607169","10733.3433961396","11323.4901993867","12024.1863136131","13044.6835811565","13868.7203617606","14862.3442892651","15990.0847765372","16644.8417250585","15738.894232796","16399.2275668535","17266.0817018066","17765.5632709219","18259.1551605673","18569.2257838782","18645.607821574","18798.8541722097","19471.3812157023","",
"Togo","TGO","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1297.26677899631","1256.22381636606","1181.19972575666","977.852252640167","1070.65251700276","1141.68957257289","1221.78923176475","1356.75007323964","1286.84603999168","1268.13741178847","1224.38859287834","1170.59516755881","1136.15535012958","1162.59609518308","1154.20208879155","1138.86793861314","1153.59927323985","1149.48530529508","","1204.76708512666","1243.54206775505","1347.12248408366","1344.46954353031","1395.08306147369","1444.60860585363","1519.95016518568","1525.14286813514","1586.24588685356","",
"Thailand","THA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6559.63401001175","7020.24213357046","7448.05557664176","8035.06342394807","8588.3449193851","9176.5914023876","9526.17528722094","9114.58352273969","8242.06515582874","8606.89582677566","9003.34329745171","9154.51619555091","9563.04203104149","10113.3166676794","10646.105526593","11006.3605557943","11574.0280023702","12173.7930836735","12294.0778441583","12160.7690983265","12917.9587705502","13208.6805576272","13795.4022394704","13839.8453527574","14105.8074970813","14461.0208532432","14966.0122584027","15510.3873344214","",
"Tajikistan","TJK","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2160.5569910429","1347.65907506054","1385.92300457097","1104.0845650605","1154.15214508303","1203.96920315284","1229.29251407384","1286.03747490119","1388.17714757792","1510.3428802272","1627.7086597755","1796.56542972936","1886.90423839052","1975.62498187361","2108.64573435149","2242.00611513422","2273.07221934997","2663.36663771275","2820.044463459","2960.60306221524","3144.3780991162","","","","","",
"Turkmenistan","TKM","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10128.2336199431","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9545.34918400112","9790.906799508","9920.43838307925","10137.8726200017","10388.6547642449","10365.1174425089","10545.9445478904","10933.6445762852","10987.5181501099","10798.6326059","11103.944917417","11002.7602197798","10829.2405975487","10863.3433246052","11287.9111735828","11614.6622015284","12196.6214812996","12757.1906218413","13110.365342683","12669.1914852812","13225.5548806747","13665.8333704671","13936.6878455745","14199.0981374028","14234.5640713453","14179.300436997","14022.2396224385","14132.9158063847","",
"Timor-Leste","TLS","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5053.39364674971","5302.10009411183","5647.90233897501","4656.34526162754","3292.10866165462","1756.90215761131","3091.42618094547","6442.48518858028","7006.21990718724","8064.5938782234","8015.24522373897","7859.82419711021","4633.57589564321","6085.82944462889","5486.27880192783","7995.73490153403","8038.30277412095","6840.23027433963","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8065.53171525456","8420.04413924538","8510.27177702066","8434.93135540481","8306.58076776339","8403.34832767703","8615.33802410407","8652.83555644996","8873.70872722818","8884.52117282636","9186.47415115319","9297.4248126837","9591.1761232251","10014.9445135293","10293.9962224242","10477.0041007784","10873.9882803478","11503.4447281415","11669.1227035842","11706.1712515248","12021.6948023701","11484.8635149042","11096.2546109767","11048.1106134601","11235.8799247615","11246.7201242974","11954.6364274333","12127.9234906984","",
"Tonga","TON","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5246.35841912853","","","","","","","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1849.15924896294","1836.38532445249","1898.19776984483","1939.80465110153","2012.93561151062","2112.28260719506","2209.44896065783","2246.31966158592","2324.57835229661","2458.13651291354","2504.58105723957","2567.25407380448","2627.03304565299","2774.87991367622","2932.32964722287","3135.92576545369","3351.06639327022","3603.22339774924","3682.05265129857","3901.86679554157","4176.05309938304","4378.53155636105","4544.06037373789","4750.20061938074","5016.73410167665","5330.405971086","5621.41056829967","5909.32413661698","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2447.14638816193","2399.60209424772","2360.4211863357","2286.24850923555","2261.96852799783","2265.09258737111","2314.88215013662","2337.47821120835","2335.90380709891","2322.39889819229","2300.42640725434","2355.32923354197","2473.37456030184","2521.8010350271","2606.80971108077","2689.22018308551","2831.20308533632","2912.52880524593","2983.1280448051","3022.1425199306","3085.21803451956","3157.86573047689","3214.72583936515","3256.64834888563","3397.17423589","3441.93394470718","3407.60349982511","3403.03824412097","",
"Trinidad and Tobago","TTO","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27264.3980944302","","","","","","","",
"Tunisia","TUN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5468.15733660296","5511.85459233503","5791.41851734748","5714.4099408974","5816.88550462855","5898.73544847533","6189.84637117663","6494.64507277805","6746.60161351211","7080.00047882693","7315.87449723626","7539.38191845667","7578.55286061126","7893.19489300145","8307.14448279117","8441.98934886863","8833.30563478833","9253.84107433275","9492.65568661839","9743.14397414888","9972.39087344065","9643.42560703223","9954.32423218309","10069.8576493475","","","","","",
"Turkey","TUR","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11214.2179446337","11099.4707213723","11481.8455708319","12174.0238097353","11316.8971505429","12089.3282685176","12803.6113757267","13562.2685668778","13718.7739531835","13009.6425846772","13656.49820387","12518.0632855865","13208.0899322751","13766.7115256536","14945.999018621","16129.3397084551","17060.2173322363","17730.2184170528","17656.1406051603","16580.0441471528","17803.9405735532","19489.7017001761","20128.4575124054","21453.4329047973","22203.3233859327","23124.5907140058","23500.0197118507","24808.1578493139","",
"Tuvalu","TUV","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4745.65050069242","","","","","","","",
"Tanzania","TZA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416.45551752856","1406.05319925053","1365.03423778274","1339.6302151712","1321.28412254707","1338.53310768576","1377.09955468051","1381.75549076981","1403.01066273814","1435.73734158473","1463.15325563004","1481.88847691339","1578.82466025488","1627.72702052822","1703.13891978479","1782.60056215215","1845.48146046146","1917.14560831219","1964.39314078326","2007.49311440941","2068.50396915373","2169.3865832471","2194.87044612876","2294.8641051837","2376.1466222315","2449.18292712145","2556.65610810614","","",
"Uganda","UGA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","754.770330264128","770.948167728253","761.244942690143","809.912004318009","834.066908928771","905.57245954273","960.417644648326","984.040653995006","1002.48625778335","1048.50714924163","1030.99801694528","1034.78252194945","1098.32924936677","1130.71652351848","1158.78116383778","1187.22505726333","1276.29576984699","1344.11309005371","1413.45217052696","1459.99892734221","1490.23995114377","1577.7988003414","1576.29972905103","1576.34866378932","1600.97844901359","1635.11928444617","1655.91706458347","1658.20288272416","",
"Ukraine","UKR","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10748.4104278025","9792.73860651463","8609.49366592876","7215.55357664407","5684.66814596454","4983.60275625314","4539.68534920467","4443.83007957214","4365.17676769952","4366.21359455235","4658.63653936607","5207.44486540448","5550.73431920875","6140.50443046509","6930.49817379945","7173.47904365913","7711.5613557052","8373.57609907593","8666.38851481627","7330.3933480277","7714.91170252981","8089.18490698852","8195.20410183255","8195.32578797809","8147.3566745644","7374.6788817864","7593.34949727529","8130.39916527612","",
"Upper middle income","UMC","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6035.88485554925","6219.00185381175","6444.44209227717","6477.66968253772","6622.21581714899","7020.18607751674","7231.3470486916","7565.37427080817","7963.04003078411","8523.84220734273","9053.633162187","9772.77972875119","10642.1047785218","11206.0375059215","11332.1049743179","12076.4375601942","12768.598886255","13349.7041969294","13891.9243110475","14505.7275499629","14914.9284107545","15452.0810410622","16107.4091898347","",
"Uruguay","URY","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9497.58565607073","9890.86957407898","10655.0166006165","10874.9649121392","11550.9596529255","11333.7953318538","11904.6039334636","12919.907888116","13412.1444374777","13172.2415132754","12858.5360570443","12337.7370225455","11486.5866310207","11037.7810359426","11566.4531046121","12623.6083905808","13208.944566227","14036.6982348447","14871.6084442798","15394.94134591","16446.8265500401","17296.2486008058","17925.1045656386","18637.3925045912","19147.2977581266","19277.5663128433","19502.1261279338","19930.4083437268","",
"United States","USA","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37369.9842353858","36822.2186182184","37592.3441645565","38114.8449922231","39116.0655237783","39723.2506528332","40761.156238491","42033.3535423712","43360.8119055515","44910.2083792835","46266.8386028968","46318.4189125863","46689.5873108545","47655.9188892317","49073.9578536793","50239.5905183824","50972.5738722855","51582.4256764429","51094.6308730386","49189.9978399573","50178.0862357718","50708.1278693772","51388.7655345932","51878.3460481509","52751.9306815232","53741.3802575713","54104.1197059564","","",
"Uzbekistan","UZB","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2243.94740793482","2232.97508734313","2289.63240866381","2362.64421169595","2430.35372130695","2472.05714633909","2538.24546672924","2615.73810397102","2703.66008852227","2899.78757200811","3074.3732238888","3247.63447840511","3682.45367294775","4001.53059620382","4133.12034874518","4372.39610678098","4645.47361828314","4980.55685367206","5350.58279391967","5612.48520455488","5825.08049183467","6154.2122377598","6470.70920685083","",
"St. Vincent and the Grenadines","VCT","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9682.68692198707","","","","","","","",
"Venezuela, RB","VEN","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14377.4409525833","15502.1206221563","15813.6656978692","15527.6592569898","14783.4786645549","15150.1923857784","14804.2065749189","15341.1839842912","15139.3398698908","14114.4805495256","14386.179389888","14536.889423047","12816.1020428742","11645.9973333752","13420.9627160733","14813.1629280595","16208.6284555772","17724.5773166969","18153.9783018471","17078.3527291584","16443.1216589882","16552.6710464827","17220.5273142469","17151.7252741547","16725.3274399714","","","","",
"British Virgin Islands","VGB","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1774.35051342807","1936.169681793","2075.63002111276","2208.16916694698","2305.12765217012","2397.35762054484","2712.48001049686","2853.94987865292","3003.94937718948","3172.61309303175","3397.47567341574","3348.2339619836","3537.36710236433","3731.32154626042","3897.06129468865","3684.7781162896","4241.17626176976","4433.10846430157","4621.09744321385","4803.14305523653","5006.80115521487","5262.8881645852","5582.59427623377","5857.27516045918","",
"Vanuatu","VUT","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2412.51502392917","2439.79445535442","2635.2719616671","2685.61370592051","2946.33169263335","2881.16307617013","2845.30121062742","2829.20296358762","2722.4510512771","2873.85654928064","2894.79494462753","","","","",
"World","WLD","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9100.49323077622","9079.90268737198","9037.78019635237","9004.11213118359","9055.07908013168","9169.2306799811","9369.77931168158","9600.68889426504","9716.0762240302","9938.9379381704","10288.0472832123","10395.871343208","10546.1965688504","10824.2211367062","11244.3966225935","11612.2514856101","12093.0421827559","12602.4396570888","12777.5746558541","12553.5622809462","13052.1849059426","13501.7289298609","13776.9889235047","14058.0005512456","14415.69794954","14731.5978156743","15011.4852873976","","",
"Samoa","WSM","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5453.63219978455","","","","","","","",
"Kosovo","XKX","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7177.30628331448","7794.56869107759","7847.40747374324","7839.14794506277","8035.75664523413","8411.45070470296","8652.28687554042","8793.55530089348","8890.95421179182","9315.59714104658","9593.7933530713","10061.459812914","",
"Yemen, Rep.","YEM","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3533.45582994656","","","","","","","",
"South Africa","ZAF","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9394.14855747796","9173.8014885034","8795.09700558228","8708.63766524961","8808.98400261699","8883.47537353496","9069.25967369201","9143.60817279175","9024.82999306656","9096.69729104099","9340.20361878947","9388.05950459579","9658.3366683963","9790.56227059656","10182.3019333771","10589.8443255266","11057.6504831384","11366.9680782466","11628.8323245188","11422.8874904205","11638.9517909685","11808.7974441448","11885.8669485835","12020.2837840344","12064.2619769905","12073.1352962622","11948.1234787384","11922.8641752053","",
"Zambia","ZMB","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3195.59297779753","","","","","","","",
"Zimbabwe","ZWE","GNI per capita, PPP (constant 2011 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1268.85366020864","1522.16148849899","1667.57392073393","1923.60735543295","1985.62846996369","1991.47843986946","1948.8457145959","1950.84765857801","1989.86713419333","",
